epoch,train_loss,eval_loss,eval_map
0,1.3595713416709876,1.2430689470554754,0.012112404651555093
1,0.9487673678816625,0.8379055913945449,0.10848144801292359
2,0.8098426632664282,0.7035005510487058,0.20167572409078205
3,0.7695183828807198,0.6533496825675654,0.26386848379874
4,0.7131142086283203,0.6210597936923687,0.31570257198618984
5,0.6817128933980479,0.6007496292998151,0.3391935088036365
6,0.656034550821071,0.5836715955447972,0.36694924771529785
7,0.6350330739812466,0.5765377601807828,0.3925001074291082
8,0.6156450184318669,0.5697591058010605,0.40125311633726707
9,0.6024032780025954,0.5646169475647268,0.41161281667184707
10,0.5884678606647928,0.5600681408559478,0.42391527170573073
11,0.5730257572500008,0.5619592723658563,0.4277724850820944
12,0.5669199657088896,0.5568659927712298,0.4390391999931081
13,0.5573201955777571,0.5559514122429753,0.44884569588841094
14,0.5439662198696589,0.5569714930670346,0.44557111616220535
15,0.5370619403178076,0.5589082312255893,0.44806476950129187
16,0.5276040028563529,0.5588305245122737,0.44961865844535415
17,0.5110965462772606,0.5611236165134962,0.45568952297372073
18,0.5141909071682814,0.5597618958814358,0.461395116674208
19,0.5038470879416677,0.5554233427492061,0.46421125539681357
20,0.4987752870212069,0.5573126341567478,0.46529956179109866
21,0.48807456908051894,0.5712085087050341,0.4665733423391456
22,0.4856570720061669,0.5660333593910079,0.46363804209785947
23,0.47646259495953885,0.5699549546235796,0.468365561232595
24,0.47391762586834335,0.5757429558758143,0.46537293078672815
25,0.46140287987396245,0.5723035788073847,0.47571690866389116
26,0.4597713232880445,0.5794467570410436,0.4629594799705629
27,0.4601166936772363,0.5803042974525724,0.466847136874035
28,0.44760484561028197,0.5810435946991177,0.47209782520518545
29,0.4433511640688,0.5839234197266479,0.4796568582364757
30,0.43715474259616627,0.5806738614215934,0.4775292684162483
31,0.43050115643824466,0.5860529731705161,0.4712743032744584
32,0.43497248873124134,0.5903712638174466,0.47598402472206686
33,0.41968308229770207,0.5932845182162363,0.47390550206349713
34,0.42168719987316367,0.5981041707047229,0.46804731468498983
35,0.4105415272453059,0.6084144637687569,0.47339922917204175
36,0.4076813545882282,0.6108955292123195,0.47132478682113865
37,0.40102772165536116,0.6132815771732127,0.4736761087681627
38,0.39513853537891247,0.6184554846306157,0.4684959989157632
39,0.39344566354073446,0.6153141826745344,0.46825805936333237
40,0.3905857470194397,0.6256278626168795,0.4701638846120831
41,0.38807478696012404,0.6320829131664374,0.4651092618203174
42,0.3805979041813429,0.6335408342041173,0.46037117085563517
43,0.37317210958983027,0.6501712266022597,0.4530504989129281
44,0.37576778633024815,0.6441292507041612,0.4560655252644211
45,0.37114735067005267,0.6492821123169094,0.4646688854941267
46,0.3609858960161447,0.6597624420001404,0.4600830041880514
47,0.3566674471168775,0.6573974732461014,0.46725198228528225
48,0.3567992112981746,0.6572010184616652,0.47348063902905824
49,0.3483612165857324,0.6718099733827411,0.45939754709076985
50,0.3477245516535718,0.6719148645108756,0.45850104368414796
51,0.34449132599179977,0.6868967506720022,0.45580362645086264
52,0.3388712363583701,0.684264540448645,0.4630245997946654
53,0.33345218296810114,0.6888637666108833,0.4618057779981659
54,0.3328377139980712,0.6836272096395344,0.47425955771542294
55,0.32667738668892643,0.6920842489575952,0.46851065245630275
56,0.33515452613134095,0.7080553925507064,0.4545983758938082
57,0.322580936950113,0.7120309907097306,0.45708285953093364
58,0.3260195442379323,0.7119341317827512,0.4490424423041533
59,0.31314958254929004,0.721466298025798,0.4493551792536877
60,0.3112233837852869,0.7335947167135314,0.44280820367202056
61,0.30931352740446016,0.7322393486170264,0.44113075877601643
62,0.3047990975740397,0.7425820387252202,0.44365369907194185
63,0.3008224239798405,0.7364928676531866,0.4451025450364207
64,0.3006540642840064,0.7384968300474071,0.45644890359429297
65,0.2935580267003528,0.7488352877039548,0.45807844797837033
66,0.2921404850589855,0.755955856840934,0.449483554029092
67,0.29073110435690197,0.7612019666214895,0.44507227800160554
68,0.2876469699676643,0.7762686530450793,0.4394872134240133
69,0.286936840258448,0.7732858686539589,0.4377432804761243
70,0.2765124554934981,0.785028521458457,0.44613985167366527
71,0.27343431433983756,0.7816295399376569,0.43848671358547564
72,0.2728515137929629,0.7862434641430719,0.4449412773049524
73,0.2725323103010311,0.7953879995372908,0.4374678898998385
74,0.26426271369715365,0.8146974067899717,0.4393788225986452
75,0.2719689751190684,0.8124284386411169,0.4324953965148338
76,0.26330235816209,0.8218533616277708,0.4312770079468694
77,0.2593074028572923,0.8269425057261492,0.43229052895908826
78,0.25601553846291436,0.8352882453171144,0.4384866528457289
79,0.2535282091442245,0.8442192903677325,0.4379273422031196
80,0.2525770135658204,0.8417992591485148,0.44108163429412073
81,0.2487251413586352,0.8528572918102844,0.43613828742578314
82,0.24825309700953663,0.8430086189765644,0.4454680887613956
83,0.24406604294132378,0.853019422296437,0.437637640921438
84,0.24363473495904028,0.849962107720712,0.4337370021360417
85,0.23837256590996242,0.8565796680044875,0.4397518619342072
86,0.23801997771712163,0.8637499169605535,0.4363383290703366
87,0.23375638870762222,0.8663657070548181,0.4316508675083581
88,0.23009485020651257,0.8720211866798067,0.43389949316921717
89,0.2334253086274744,0.8730441043718372,0.43050422944265876
90,0.22711127998353883,0.8802274942323519,0.43201926618585884
91,0.22452837220183708,0.8860640749475075,0.4341650021287709
92,0.22280169230176425,0.8886670024041611,0.4341265628599243
93,0.22113682225604306,0.89410226430052,0.43715547616041217
94,0.2197107176399628,0.8936167487955003,0.4357502510424141
95,0.21688970634182778,0.9076090269792519,0.43738309270506043
96,0.21409099016870772,0.9152126950424414,0.42817388428156583
97,0.21607401766584594,0.9090327355472501,0.4244696905811216
98,0.21423975644128435,0.9087182791103342,0.42234517024958385
99,0.2095473967325527,0.9212219892553123,0.42124598690101905
100,0.2115140170011667,0.926944330083049,0.43348430339337374
101,0.20700126198107885,0.9363374151685523,0.4256329613147064
102,0.20663033258754576,0.9258898550305537,0.4262506481075467
103,0.20559164919889866,0.9314478643988728,0.4241061318639837
104,0.20066255033207123,0.9404699566813094,0.42111625739331515
105,0.20050232153455086,0.9429404676668789,0.41931403142355467
106,0.20047872040532935,0.940018414556421,0.4205841691954898
107,0.1987584743226361,0.9447818289256379,0.42052923558196026
108,0.19817389679558378,0.9603445303298445,0.4158660216649468
109,0.1954633281694476,0.9657849657155336,0.4165616343710694
110,0.19664681312901938,0.9700645124114551,0.4196011358056155
111,0.19618422346646627,0.9671034040564369,0.42068517222881746
112,0.1939060307041641,0.963903574588673,0.4219564047387258
113,0.19140485677483904,0.9723594945397058,0.4196827867778022
114,0.19002272062657508,0.9681944337168509,0.42451112612727854
115,0.18867309302721627,0.9693472823774614,0.42004356390081804
116,0.18777424331890474,0.9764274569732685,0.4198981538462968
117,0.18761511023880045,0.9801861873785357,0.421947738407058
118,0.18399884941713845,0.982198628430966,0.42249307993793467
119,0.1845096283085754,0.9878335905641672,0.41935911002269344
120,0.18508989595397018,0.9866489336742619,0.4171594449607369
121,0.18289224242148377,0.9917411087750643,0.4172336076719675
122,0.18179096027607342,0.9917292212455849,0.4241291272765335
123,0.18226947908902458,0.9977623780419336,0.4163281890264729
124,0.18145312197998043,0.9982588001904896,0.4188309172197733
125,0.18244147671101416,0.9975625420451686,0.4180220058634408
126,0.17866475405714438,1.0003144576297542,0.41545160944359244
127,0.17781396055549936,1.0034318255066053,0.42064265835642417
128,0.1789202882092706,1.003605212473437,0.41982502323871573
129,0.1785985525413479,1.0113961334300086,0.41988899890627274
130,0.18054715059530574,1.0131935429916,0.42260693917653147
131,0.1761944894127018,1.008666829961475,0.4191770233914237
132,0.17801643491822278,1.0086729112008426,0.41822137149806893
133,0.17470138446976174,1.0140561062966085,0.4189450206283448
134,0.17720236740457485,1.0132775291045657,0.41513697421541906
135,0.1765527303577004,1.0123538786057311,0.41546894648283894
136,0.17638877600259617,1.0105173742122542,0.4185381537928556
137,0.17498742626749653,1.0111580261071822,0.41941048840367473
138,0.1781093947956915,1.0134284828811082,0.4174867832805379
139,0.1738371377396782,1.0127426194279845,0.41648823702285587
140,0.17499665099790965,1.0143088941055212,0.4173666768117062
141,0.17635346656041143,1.0144918100620672,0.418010189278814
142,0.17355735305026126,1.0158418950026598,0.41721021737447483
143,0.17645749166216473,1.0163325992056993,0.4189063167135747
144,0.17544702655760466,1.0167674881134128,0.41829139920138986
145,0.17462870365988362,1.0171260718184012,0.4186692808517816
146,0.17492953467873104,1.0155164260577976,0.4180372522139029
147,0.1729404082250931,1.0169564493750691,0.4177157451025149
148,0.17466399304611724,1.0170472928924512,0.4184243231016547
149,0.17430951861064453,1.0170876268597973,0.41701211430949053
150,0.17369858867117108,1.0165716089853427,0.41781900981423836
151,0.17449422322886637,1.0164632550472763,0.41899598240221825
152,0.17456039377773977,1.0156024520735654,0.4170593909448338
153,0.1755504601758539,1.0168960877997641,0.4166903473121543
154,0.17405422535903328,1.0158162066308762,0.4171805336782001
155,0.17316243751243016,1.0160740622883666,0.41768432503873304
156,0.17418877977083158,1.0165566950756881,0.41697080764585875
157,0.17416658947896987,1.017277725194677,0.41749959233880823
158,0.17388156406738908,1.0171246676239243,0.41745003560191374
159,0.1750452203639114,1.0167696139005813,0.4161827052009379
